proyecto,nombre_proyecto,tipo_proyecto,fase,actividad,material,unidad_medida,cantidad_material,costo_unitario,costo_material,dias_trabajados,duracion_estimada,duracion_real,retraso_dias,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,ciudad,clima,estado_costo,fecha_inicio,fecha_fin,offset_inicio,duracion_calculada,costo_total
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,18,23,18,-5,130000,2990000,2340000,650000,-22.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-07-02,134,-78,5030000
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,100,4500,450000,24,26,24,-2,130000,3380000,3120000,260000,-8.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-15,107,-55,580000
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,12,30000,360000,10,12,10,-2,95000,1140000,950000,190000,-17.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-11-27,114,-56,455000
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,28,50000,1400000,15,18,15,-3,105000,1890000,1575000,315000,-17.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-02,113,-65,1505000
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Pintura,Pintura,Galón,14,90000,1260000,12,14,12,-2,90000,1260000,1080000,180000,-14.0%,Bogotá,Nublado,Ahorro,2025-08-18,2025-08-30,125,-64,1350000
1,Urbanización Los Almendros,Residencial,Acabados,Pintura,Pintura,Galón,10,90000,900000,12,15,12,-3,90000,1350000,1080000,270000,-20.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-09-25,104,-90,990000
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,7,350000,2450000,27,24,27,3,130000,3120000,3510000,-390000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-02-07,2025-03-06,131,-103,2580000
6,Centro Comercial Plaza Central,Comercial,Acabados,Pintura,Pintura,Galón,14,90000,1260000,12,13,12,-1,90000,1170000,1080000,90000,-8.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-01,121,-79,1350000
9,Centro Empresarial Nova,Comercial,Acabados,Pintura,Pintura,Galón,10,90000,900000,15,13,15,2,90000,1170000,1350000,-180000,15.0%,Bogotá,Lluvia,Sobrecosto,2025-06-17,2025-07-02,118,-93,990000
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,114,4500,513000,21,25,21,-4,130000,3250000,2730000,520000,-16.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-07-05,131,-109,643000
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,23,23,23,0,130000,2990000,2990000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-04-21,2025-05-14,114,-45,3280000
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,8,180000,1440000,16,17,16,-1,120000,2040000,1920000,120000,-6.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-30,133,-59,1560000
5,Residencial Jardines del Sur,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,17,120000,2040000,18,23,18,-5,120000,2760000,2160000,600000,-22.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-15,128,-68,2160000
8,Mall Gran Avenida,Comercial,Instalaciones,Acueducto,Punto agua,Punto,15,140000,2100000,14,17,14,-3,120000,2040000,1680000,360000,-18.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-05,109,-45,2220000
9,Centro Empresarial Nova,Comercial,Instalaciones,Gas,Punto gas,Punto,12,130000,1560000,15,18,15,-3,120000,2160000,1800000,360000,-17.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-02,119,-63,1680000
6,Centro Comercial Plaza Central,Comercial,Cimentación,Armado,Acero,Kg,105,4500,472500,17,18,17,-1,130000,2340000,2210000,130000,-6.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-06,123,-79,602500
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Armado,Acero,Kg,96,4500,432000,25,30,25,-5,130000,3900000,3250000,650000,-17.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-16,114,-65,562000
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,20,24,20,-4,130000,3120000,2600000,520000,-17.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-09,118,-88,2230000
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,25,22,25,3,130000,2860000,3250000,-390000,14.0%,Bogotá,Lluvia,Sobrecosto,2025-02-07,2025-03-04,131,-85,3980000
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,13,15,13,-2,110000,1650000,1430000,220000,-13.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-06-30,114,-63,1710000
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,5,200000,1000000,12,14,12,-2,110000,1540000,1320000,220000,-14.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-19,140,-98,1110000
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,11,90000,990000,19,23,19,-4,90000,2070000,1710000,360000,-17.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-10,111,-84,1080000
6,Centro Comercial Plaza Central,Comercial,Acabados,Estuco,Estuco plástico,Bulto,26,30000,780000,10,11,10,-1,95000,1045000,950000,95000,-9.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-04-29,120,-52,875000
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,23,29,23,-6,130000,3770000,2990000,780000,-21.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-14,115,-82,4330000
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,87,4500,391500,28,30,28,-2,130000,3900000,3640000,260000,-7.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-07-12,130,-77,521500
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,115,4500,517500,28,26,28,2,130000,3380000,3640000,-260000,8.0%,Bogotá,Nublado,Sobrecosto,2025-02-07,2025-03-07,133,-89,647500
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,24,22,24,2,130000,2860000,3120000,-260000,9.0%,Bogotá,Lluvia,Sobrecosto,2025-02-07,2025-03-03,136,-75,3980000
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Armado,Acero,Kg,99,4500,445500,22,28,22,-6,130000,3640000,2860000,780000,-21.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-09-09,124,-60,575500
1,Urbanización Los Almendros,Residencial,Acabados,Enchape,Cerámica,m2,40,50000,2000000,18,16,18,2,105000,1680000,1890000,-210000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-09-13,2025-10-01,103,-75,2105000
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,102,4500,459000,19,17,19,2,130000,2210000,2470000,-260000,12.0%,Bogotá,Lluvia,Sobrecosto,2025-09-27,2025-10-16,134,-63,589000
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,17,18,17,-1,130000,2340000,2210000,130000,-6.0%,Bogotá,Nublado,Ahorro,2025-02-07,2025-02-24,141,-114,3280000
6,Centro Comercial Plaza Central,Comercial,Estructura,Vaciado,Concreto,m3,6,350000,2100000,26,29,26,-3,130000,3770000,3380000,390000,-10.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-15,126,-69,2230000
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Acueducto,Punto agua,Punto,14,140000,1960000,17,19,17,-2,120000,2280000,2040000,240000,-11.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-08,117,-68,2080000
0,Conjunto Residencial Marsella,Residencial,Estructura,Vaciado,Concreto,m3,6,350000,2100000,20,21,20,-1,130000,2730000,2600000,130000,-5.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-07,120,-85,2230000
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Pintura,Pintura,Galón,7,90000,630000,14,16,14,-2,90000,1440000,1260000,180000,-13.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-09-01,126,-95,720000
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,19,200000,3800000,8,10,8,-2,110000,1100000,880000,220000,-20.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-09-21,111,-58,3910000
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación closet,MDF,Unidad,5,200000,1000000,5,6,5,-1,110000,660000,550000,110000,-17.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-04-24,120,-66,1110000
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,25,40000,1000000,11,13,11,-2,100000,1300000,1100000,200000,-15.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-06-28,122,-52,1100000
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Cielorraso,Drywall,Lámina,35,40000,1400000,12,11,12,1,100000,1100000,1200000,-100000,9.0%,Bogotá,Lluvia,Sobrecosto,2025-08-18,2025-08-30,120,-57,1500000
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,17,200000,3400000,14,13,14,1,110000,1430000,1540000,-110000,8.0%,Bogotá,Nublado,Sobrecosto,2025-04-19,2025-05-03,121,-49,3510000
1,Urbanización Los Almendros,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,7,300000,2100000,9,8,9,1,100000,800000,900000,-100000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-09-13,2025-09-22,105,-51,2200000
0,Conjunto Residencial Marsella,Residencial,Acabados,Cielorraso,Drywall,Lámina,36,40000,1440000,10,12,10,-2,100000,1200000,1000000,200000,-17.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-11-27,121,-78,1540000
4,Conjunto Horizonte Verde,Residencial,Acabados,Estuco,Estuco plástico,Bulto,13,30000,390000,10,11,10,-1,95000,1045000,950000,95000,-9.0%,Bogotá,Nublado,Ahorro,2025-06-14,2025-06-24,132,-117,485000
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,23,29,23,-6,130000,3770000,2990000,780000,-21.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-10-06,110,-75,4680000
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,93,4500,418500,18,20,18,-2,130000,2600000,2340000,260000,-10.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-15,137,-78,548500
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,7,8,7,-1,100000,800000,700000,100000,-13.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-08-25,123,-109,700000
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación closet,MDF,Unidad,18,200000,3600000,6,7,6,-1,110000,770000,660000,110000,-14.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-09-19,115,-53,3710000
3,Residencial Altos del Norte,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,6,6,6,0,95000,570000,570000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-02-07,2025-02-13,142,-116,1595000
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación closet,MDF,Unidad,19,200000,3800000,9,9,9,0,110000,990000,990000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-04-19,2025-04-28,130,-106,3910000
1,Urbanización Los Almendros,Residencial,Estructura,Vaciado,Concreto,m3,13,350000,4550000,19,25,19,-6,130000,3250000,2470000,780000,-24.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-10-02,108,-30,4680000
4,Conjunto Horizonte Verde,Residencial,Acabados,Enchape,Cerámica,m2,17,50000,850000,15,15,15,0,105000,1575000,1575000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-06-14,2025-06-29,132,-73,955000
8,Mall Gran Avenida,Comercial,Acabados,Estuco,Estuco plástico,Bulto,20,30000,600000,11,11,11,0,95000,1045000,1045000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-10-22,2025-11-02,113,-74,695000
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,15,50000,750000,15,18,15,-3,105000,1890000,1575000,315000,-17.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-02,125,-86,855000
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,10,120000,1200000,11,11,11,0,120000,1320000,1320000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-04-21,2025-05-02,112,-50,1320000
3,Residencial Altos del Norte,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,9,150000,1350000,16,14,16,2,120000,1680000,1920000,-240000,14.0%,Bogotá,Lluvia,Sobrecosto,2025-02-07,2025-02-23,145,-97,1470000
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Armado,Acero,Kg,90,4500,405000,28,30,28,-2,130000,3900000,3640000,260000,-7.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-19,117,-44,535000
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,82,4500,369000,24,27,24,-3,130000,3510000,3120000,390000,-11.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-21,136,-77,499000
1,Urbanización Los Almendros,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,10,250000,2500000,6,7,6,-1,95000,665000,570000,95000,-14.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-09-19,114,-61,2595000
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,12,15,12,-3,110000,1650000,1320000,330000,-20.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-11-29,116,-76,1710000
1,Urbanización Los Almendros,Residencial,Estructura,Armado,Acero,Kg,86,4500,387000,22,21,22,1,130000,2730000,2860000,-130000,5.0%,Bogotá,Nublado,Sobrecosto,2025-09-13,2025-10-05,112,-35,517000
3,Residencial Altos del Norte,Residencial,Acabados,Estuco,Estuco plástico,Bulto,29,30000,870000,11,11,11,0,95000,1045000,1045000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-02-07,2025-02-18,140,-128,965000
4,Conjunto Horizonte Verde,Residencial,Acabados,Estuco,Estuco plástico,Bulto,20,30000,600000,10,10,10,0,95000,950000,950000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-06-14,2025-06-24,141,-78,695000
3,Residencial Altos del Norte,Residencial,Acabados,Enchape,Cerámica,m2,37,50000,1850000,17,15,17,2,105000,1575000,1785000,-210000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-02-07,2025-02-24,139,-118,1955000
3,Residencial Altos del Norte,Residencial,Acabados,Pintura,Pintura,Galón,11,90000,990000,17,16,17,1,90000,1440000,1530000,-90000,6.0%,Bogotá,Nublado,Sobrecosto,2025-02-07,2025-02-24,142,-120,1080000
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,10,350000,3500000,29,34,29,-5,130000,4420000,3770000,650000,-15.0%,Bogotá,Nublado,Ahorro,2025-04-19,2025-05-18,126,-74,3630000
5,Residencial Jardines del Sur,Residencial,Cimentación,Vaciado,Concreto,m3,8,350000,2800000,21,24,21,-3,130000,3120000,2730000,390000,-13.0%,Bogotá,Nublado,Ahorro,2025-09-27,2025-10-18,139,-74,2930000
5,Residencial Jardines del Sur,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,9,180000,1620000,11,13,11,-2,120000,1560000,1320000,240000,-15.0%,Bogotá,Nublado,Ahorro,2025-09-27,2025-10-08,135,-113,1740000
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,106,4500,477000,23,28,23,-5,130000,3640000,2990000,650000,-18.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-09-10,123,-98,607000
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,22,28,22,-6,130000,3640000,2860000,780000,-21.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-13,111,-57,4680000
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,15,200000,3000000,14,15,14,-1,110000,1650000,1540000,110000,-7.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-21,147,-130,3110000
3,Residencial Altos del Norte,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,7,8,7,-1,100000,800000,700000,100000,-13.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-14,146,-124,700000
0,Conjunto Residencial Marsella,Residencial,Acabados,Enchape,Cerámica,m2,41,50000,2050000,11,14,11,-3,105000,1470000,1155000,315000,-21.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-11-28,122,-89,2155000
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,12,40000,480000,14,16,14,-2,100000,1600000,1400000,200000,-13.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-01,117,-73,580000
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,24,40000,960000,15,16,15,-1,100000,1600000,1500000,100000,-6.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-12,137,-81,1060000
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,3,300000,900000,8,9,8,-1,100000,900000,800000,100000,-11.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-22,142,-120,1000000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación closet,MDF,Unidad,10,200000,2000000,10,12,10,-2,110000,1320000,1100000,220000,-17.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-08-28,126,-88,2110000
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,114,4500,513000,26,34,26,-8,130000,4420000,3380000,1040000,-24.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-13,118,-83,643000
9,Centro Empresarial Nova,Comercial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,21,24,21,-3,130000,3120000,2730000,390000,-13.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-08,126,-54,4330000
1,Urbanización Los Almendros,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,3,300000,900000,5,4,5,1,100000,400000,500000,-100000,25.0%,Bogotá,Lluvia,Sobrecosto,2025-09-13,2025-09-18,114,-55,1000000
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,6,200000,1200000,12,16,12,-4,110000,1760000,1320000,440000,-25.0%,Bogotá,Nublado,Ahorro,2025-09-27,2025-10-09,143,-73,1310000
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,16,16,16,0,130000,2080000,2080000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-11-17,2025-12-03,120,-56,3980000
9,Centro Empresarial Nova,Comercial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,17,18,17,-1,130000,2340000,2210000,130000,-6.0%,Bogotá,Nublado,Ahorro,2025-06-17,2025-07-04,124,-83,2230000
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,17,40000,680000,16,20,16,-4,100000,2000000,1600000,400000,-20.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-13,138,-93,780000
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,115,4500,517500,16,17,16,-1,130000,2210000,2080000,130000,-6.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-03,123,-81,647500
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,84,4500,378000,24,23,24,1,130000,2990000,3120000,-130000,4.0%,Bogotá,Lluvia,Sobrecosto,2025-08-18,2025-09-11,127,-54,508000
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,9,8,9,1,110000,880000,990000,-110000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-02-07,2025-02-16,146,-125,1510000
9,Centro Empresarial Nova,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,7,8,7,-1,100000,800000,700000,100000,-13.0%,Bogotá,Nublado,Ahorro,2025-06-17,2025-06-24,121,-73,700000
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,27,30,27,-3,130000,3900000,3510000,390000,-10.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-18,111,-27,5380000
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,8,350000,2800000,20,21,20,-1,130000,2730000,2600000,130000,-5.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-11,119,-90,2930000
4,Conjunto Horizonte Verde,Residencial,Estructura,Vaciado,Concreto,m3,11,350000,3850000,16,20,16,-4,130000,2600000,2080000,520000,-20.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-30,136,-112,3980000
4,Conjunto Horizonte Verde,Residencial,Estructura,Armado,Acero,Kg,81,4500,364500,17,19,17,-2,130000,2470000,2210000,260000,-11.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-07-01,139,-117,494500
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,32,40000,1280000,11,10,11,1,100000,1000000,1100000,-100000,10.0%,Bogotá,Lluvia,Sobrecosto,2025-09-27,2025-10-08,138,-83,1380000
8,Mall Gran Avenida,Comercial,Acabados,Estuco,Estuco plástico,Bulto,23,30000,690000,13,15,13,-2,95000,1425000,1235000,190000,-13.0%,Bogotá,Nublado,Ahorro,2025-10-22,2025-11-04,114,-100,785000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,13,120000,1560000,10,11,10,-1,120000,1320000,1200000,120000,-9.0%,Bogotá,Nublado,Ahorro,2025-04-19,2025-04-29,126,-70,1680000
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Acueducto,Punto agua,Punto,6,140000,840000,14,12,14,2,120000,1440000,1680000,-240000,17.0%,Bogotá,Nublado,Sobrecosto,2025-04-21,2025-05-05,121,-70,960000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Acueducto,Punto agua,Punto,11,140000,1540000,15,13,15,2,120000,1560000,1800000,-240000,15.0%,Bogotá,Nublado,Sobrecosto,2025-04-19,2025-05-04,126,-56,1660000
8,Mall Gran Avenida,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,9,120000,1080000,10,9,10,1,120000,1080000,1200000,-120000,11.0%,Bogotá,Lluvia,Sobrecosto,2025-10-22,2025-11-01,123,-107,1200000
8,Mall Gran Avenida,Comercial,Instalaciones,Acueducto,Punto agua,Punto,20,140000,2800000,19,20,19,-1,120000,2400000,2280000,120000,-5.0%,Bogotá,Nublado,Ahorro,2025-10-22,2025-11-10,122,-90,2920000
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,6,150000,900000,15,19,15,-4,120000,2280000,1800000,480000,-21.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-29,139,-103,1020000
5,Residencial Jardines del Sur,Residencial,Acabados,Estuco,Estuco plástico,Bulto,21,30000,630000,12,11,12,1,95000,1045000,1140000,-95000,9.0%,Bogotá,Nublado,Sobrecosto,2025-09-27,2025-10-09,146,-84,725000
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,3,250000,750000,4,4,4,0,95000,380000,380000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-04-19,2025-04-23,132,-108,845000
3,Residencial Altos del Norte,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,3,300000,900000,6,6,6,0,100000,600000,600000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-02-07,2025-02-13,148,-106,1000000
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Armado,Acero,Kg,100,4500,450000,28,29,28,-1,130000,3770000,3640000,130000,-3.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-09-15,126,-95,580000
8,Mall Gran Avenida,Comercial,Acabados,Cielorraso,Drywall,Lámina,28,40000,1120000,14,12,14,2,100000,1200000,1400000,-200000,17.0%,Bogotá,Lluvia,Sobrecosto,2025-10-22,2025-11-05,120,-106,1220000
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Enchape,Cerámica,m2,41,50000,2050000,10,9,10,1,105000,945000,1050000,-105000,11.0%,Bogotá,Lluvia,Sobrecosto,2025-08-18,2025-08-28,126,-104,2155000
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,35,50000,1750000,14,13,14,1,105000,1365000,1470000,-105000,8.0%,Bogotá,Nublado,Sobrecosto,2025-06-17,2025-07-01,128,-104,1855000
